484449,16224208	5007678,001625	901,20175154299
486975,07874191	5006219,518495	899,12959832793
486863,65264794	5007790,2487774	900,07678945942
486429,40174978	5008216,7519639	899,3740230231
486040,79159979	5008482,4878742	901,18076357873
486326,48536712	5008879,8369949	899,56595636768
486930,89750817	5009231,5154118	900,88317217464
484368,22103447	5006828,2845825	750,68675727015
485179,1091167	5006267,7986677	751,07923889315
489019,75952278	5007205,717757	749,84857506471
486634,22852209	5008540,0361604	751,1499519537
487273,08355477	5008621,7295319	746,42930251443
488038,68546013	5008602,3334799	745,69001471976
488544,79064548	5008705,6324537	747,12334409103
489745,50101681	5008895,4138243	749,15330883681
517218,54327511	4995985,651569	700,03240270611
516136,9935997	4996107,5267617	700,19485924746
514839,78211258	4995448,7908455	700,30836049718
513581,32609365	4995109,7998461	699,98795311451
512883,54625763	4994652,672893	650,39325077183
511569,38131464	4994014,0828762	425,39422967851
511822,77610986	4994245,7657178	500,26761598325
484374,40541769	5005996,6138666	624,98325485959
487709,85768129	5005770,6498609	625,18559654453
486075,79520883	5005278,2700834	625,90746434453
489527,57984375	5007097,629758	625,35854546438
487061,48694429	5008421,3303226	627,17443066193
490157,42216862	5008884,08613	625,4685981694
488873,03296938	5005805,8127036	624,63566653167
488311,85378996	5005919,1696302	625,19654505004
488802,93504702	5007594,5886035	625,62851140569
511768,18037477	5009129,8161124	701,51605410417
510992,56801444	5008685,2566012	701,02540524716
510390,88524785	5008247,2157631	700,2100595663
509905,10606868	5006265,0092355	700,34850379332
512241,78044192	5007309,7065904	704,09171536921
513884,88860557	5007731,8006744	700,39953620425
515791,03920226	5008827,5476382	694,6467585578
514975,92100191	5008254,8142165	698,66778125023
493531,24234572	5002357,0146965	100,0201079046
494610,29353031	5002918,4904097	99,198083897386
495100,93775761	5003112,630893	98,639348496933
495745,03714726	5003764,87813	99,087744104895
496689,20281085	5004013,9674286	99,044042479519
497563,69933598	5004129,3839359	99,475747059639
498687,88002639	5004035,0031468	99,78532034817
499505,34829237	5004024,1553548	99,303821838237
500831,18935089	5004834,7303646	49,714826000937
501320,20090102	5005648,8046622	49,949479699866
501281,23104088	5006248,0626849	49,779398161288
501189,62795659	5006788,8526087	49,910260041073
501468,65908172	5007386,1310344	50,275645212459
501878,95580221	5007440,7699128	49,234373180422
502034,88471785	5008358,5331048	49,491242871859
502344,68108805	5008824,4382711	49,614447620752
502733,87669298	5005134,949256	50,476496793787
502938,50556503	5006080,4368047	49,906392596738
503336,73861531	5006933,4931675	50,105619253409
503276,8325565	5007352,1979414	49,821740414079
503533,99570256	5008273,9003315	-34,408625781706
